,user_token,prolific_id,topic,vis_condition,post_clarity_0,post_clarity_1,post_clarity_2,post_clarity_3,post_clarity_ansT,post_clarity_start,post_correctness_0,post_correctness_1,post_correctness_2,post_correctness_ansT,post_correctness_start,post_topicInv_0,post_topicInv_1,post_topicInv_2,post_topicInv_3,post_topicInv_ansT,post_topicInv_start,post_CI_lower,post_CI_upper,post_attitude,pre_clarity_0,pre_clarity_1,pre_clarity_2,pre_clarity_3,pre_clarity_ansT,pre_clarity_start,pre_correctness_0,pre_correctness_1,pre_correctness_2,pre_correctness_ansT,pre_correctness_start,pre_topicInv_0,pre_topicInv_1,pre_topicInv_2,pre_topicInv_3,pre_topicInv_ansT,pre_topicInv_start,pre_CI_lower,pre_CI_upper,pre_attitude,pre_clarity,pre_correctness,pre_topic_involvement,post_clarity,post_correctness,post_topic_involvement,pre_attitude_adjusted,pre_attitude_strength,pre_attitude_uncertainty,post_attitude_adjusted,post_attitude_strength,post_attitude_uncertainty,attitude_difference,abs_attitude_difference,att_uncertainty_difference,abs_att_uncertainty_difference,mean_belief_change,mean_pre_belief_distance,mean_belief_uncertainty_change,count_vars
243,9118001f-49a8-4c26-930c-b0c0d4e61c30,5b5e7e643bac1d0001f9bf28,union,uncertainty,9,9,9,9,1454,1648080870473,9,9,9,1691,1648080884583,5,5,5,5,1680,1648080896407,1.0,8.971222130773832,8.989030301568883,9,9,9,9,1627,1648080447010,9,9,9,2048,1648080458897,4,5,5,5,1126,1648080469796,8.94450987458125,8.962318045376307,8.953413959978779,9.0,9.0,19,9.0,9.0,20,3.9534139599787785,3.9534139599787785,0.01780817079505681,3.9890303015688833,3.9890303015688833,7.971222130773832,0.03561634159010474,0.03561634159010474,7.953413959978775,7.953413959978775,0.1660428546444813,0.22466064186294357,-0.24534811357894148,6
246,7da9521f-3691-412e-8a80-a24638c25ce1,5d2e4fd16adc630018df841c,covid,hop,6,6,6,6,37554,1648080905912,7,7,6,2592,1648080950155,4,2,2,2,1792,1648080962031,7.803102938059103,8.162619158860425,7.982861048459764,7,6,6,8,1150,1648080225325,7,7,7,4422,1648080249215,3,4,4,3,46680,1648080264313,6.971721677456053,8.185088922660505,7.578405300058279,6.75,7.0,14,6.0,6.666666666666667,10,2.5784053000582787,2.5784053000582787,1.2133672452044522,2.982861048459764,2.982861048459764,0.3595162208013214,0.40445574840148524,0.40445574840148524,-0.8538510244031308,0.8538510244031308,0.43635559767386894,0.672545600598482,0.3568189330095546,6
247,7da9521f-3691-412e-8a80-a24638c25ce1,5d2e4fd16adc630018df841c,union,hop,3,4,3,5,1988,1648081179885,6,5,4,1729,1648081194783,4,3,2,2,1338,1648081219906,5.410073093350317,5.410073093350317,5.410073093350317,4,5,4,6,2965,1648080997327,3,4,6,2613,1648081018896,3,4,3,3,1635,1648081028187,3.623726871243758,5.623535849451102,4.62363136034743,4.75,4.333333333333333,13,3.75,5.0,11,-0.3763686396525703,0.3763686396525703,1.9998089782073438,0.4100730933503174,0.4100730933503174,0.0,0.7864417330028877,0.7864417330028877,-1.9998089782073438,1.9998089782073438,0.49319677038024795,0.4028479122922115,-0.10569055922357658,6
248,dc231d9f-771f-4cc9-8726-4deca2b34b37,60c6365b90d7a7a0fb28f528,union,uncertainty,9,9,9,9,1454,1648080830973,9,5,9,7705,1648080852126,5,1,1,1,1963,1648080877175,1.0,1.414448675765937,1.0658534057680067,9,9,9,9,1206,1648080372026,9,5,8,3043,1648080413762,5,1,1,3,1341,1648080448054,1.0,1.5638466486221927,1.2252112434813462,9.0,7.333333333333333,10,9.0,7.666666666666667,8,-3.774788756518654,3.774788756518654,0.5638466486221927,-3.9341465942319935,3.9341465942319935,0.4144486757659369,-0.15935783771333956,0.15935783771333956,-0.14939797285625578,0.14939797285625578,1.387068950442498,1.0665098701625306,-0.33639730725438044,6
249,dc231d9f-771f-4cc9-8726-4deca2b34b37,60c6365b90d7a7a0fb28f528,covid,uncertainty,9,9,9,9,1088,1648081130223,9,5,9,1164,1648081150728,5,5,1,5,1622,1648081164624,1.0,1.0359738111967556,1.016054081482588,9,9,9,9,1138,1648080930324,9,5,9,1413,1648080953911,5,5,1,5,1229,1648080969513,1.0359738111967554,1.095733000339258,1.0658534057680067,9.0,7.666666666666667,16,9.0,7.666666666666667,16,-3.9341465942319935,3.9341465942319935,0.05975918914250267,-3.9839459185174118,3.9839459185174118,0.03597381119675558,-0.04979932428541867,0.04979932428541867,-0.023785377945747088,0.023785377945747088,1.2572636847524947,1.360168818322382,-0.5122618615127056,6
250,ec7fbb13-8500-4d02-9f10-e11155f4576c,5ae7b526a0e4390001f08e2c,covid,hop,5,6,6,7,2719,1648080483115,3,3,4,1408,1648080514361,3,2,3,4,3910,1648080559010,3.430919880182297,8.411483598838952,5.921201739510625,7,7,8,8,3175,1648079821439,9,6,6,3152,1648079848021,3,2,2,5,1481,1648079881521,6.012309612412881,7.996436622284232,7.004373117348557,7.5,7.0,12,6.0,3.3333333333333335,12,2.004373117348557,2.004373117348557,1.9841270098713508,0.9212017395106251,0.9212017395106251,4.980563718656655,-1.0831713778379317,1.0831713778379317,2.9964367087853043,2.9964367087853043,0.7618565252824974,0.5955303364107781,-0.2810802756981305,6
251,ec7fbb13-8500-4d02-9f10-e11155f4576c,5ae7b526a0e4390001f08e2c,union,hop,8,8,8,7,2422,1648081278854,7,5,7,1877,1648081298182,4,4,5,5,1289,1648081316030,7.318189124011884,7.925574943360255,7.621882033686069,8,8,9,9,1793,1648080618967,6,7,7,2143,1648080640528,4,3,4,5,1382,1648080655509,7.459912481859837,8.168529271099604,7.8142208764797205,8.5,6.666666666666667,16,7.75,6.333333333333333,18,2.8142208764797205,2.8142208764797205,0.7086167892397679,2.6218820336860693,2.6218820336860693,0.6073858193483712,-0.1923388427936512,0.1923388427936512,-0.10123096989139668,0.10123096989139668,0.4305236971313713,0.41951909277675425,-0.17176164702055727,6
252,127f9533-fa6b-4daa-a486-30017bd376e7,5ed2f70cae98302901c31d4f,covid,uncertainty,8,8,8,8,2773,1648080950205,8,8,7,2055,1648080977645,4,5,5,4,1838,1648080996696,8.76013017107606,8.779265693931798,8.769697932503929,8,8,8,8,1653,1648080485286,8,8,8,1905,1648080530558,4,4,4,4,3258,1648080551580,1.0,7.334533718323609,8.989756445344911,8.0,8.0,16,8.0,7.666666666666667,18,3.989756445344911,3.989756445344911,6.334533718323609,3.769697932503929,3.769697932503929,0.01913552285573772,-0.220058512840982,0.220058512840982,-6.315398195467871,6.315398195467871,0.08734602318678812,0.4916123929010789,0.10228046759720466,6
253,127f9533-fa6b-4daa-a486-30017bd376e7,5ed2f70cae98302901c31d4f,union,uncertainty,5,6,8,8,2004,1648081320655,5,5,7,2740,1648081342597,3,4,4,4,1474,1648081358540,4.980864407067886,5.019135452779359,4.999999929923622,5,5,7,8,3024,1648081074524,7,8,7,3192,1648081101380,3,3,4,3,1871,1648081118242,4.9904321684957536,5.086109782774442,5.038270975635098,6.25,7.333333333333333,13,6.75,5.666666666666667,15,0.03827097563509785,0.03827097563509785,0.0956776142786886,-7.007637758960072e-08,7.007637758960072e-08,0.03827104571147366,-0.03827104571147544,0.03827104571147544,-0.05740656856721493,0.05740656856721493,0.09891708187603743,0.34772698751753434,0.00015413953561081253,6
255,cc6b79ea-d55b-481c-83e2-a4007b122344,5e4b25250b8689042db7355b,union,hop,5,5,5,5,3229,1648081700760,5,5,5,5351,1648081722453,3,2,3,3,3457,1648081736381,4.787414569587536,5.212584608652337,4.999999589119937,5,5,5,5,3021,1648081464810,5,5,5,2526,1648081476983,3,1,3,3,1390,1648081486808,4.698837478115704,5.30116170012417,4.999999589119937,5.0,5.0,10,5.0,5.0,11,-4.108800633062515e-07,4.108800633062515e-07,0.6023242220084661,-4.108800633062515e-07,4.108800633062515e-07,0.4251700390648008,0.0,0.0,-0.17715418294366536,0.17715418294366536,0.210933317256868,0.2385836589331627,-0.15064998721360048,6
256,df5daefe-629c-4bcd-bf01-f77a38d41a1e,60bea11ea6e2371d747c5d1d,union,hop,1,1,9,1,1915,1648080922270,1,1,1,1641,1648080966214,3,1,1,1,3115,1648080995434,1.0,4.960511652521505,1.5358173529918653,3,9,7,8,3134,1648080344049,8,7,8,1690,1648080446993,4,3,5,5,2980,1648080474068,7.383644053896587,8.632903594713854,8.00827382430522,6.75,7.666666666666667,17,3.0,1.0,6,3.0082738243052205,3.0082738243052205,1.2492595408172669,-3.4641826470081347,3.4641826470081347,3.9605116525215047,-6.472456471313356,6.472456471313356,2.711252111704238,2.711252111704238,0.05838885861079538,0.9862021473506409,-0.3427083228431675,6
257,df5daefe-629c-4bcd-bf01-f77a38d41a1e,60bea11ea6e2371d747c5d1d,covid,hop,9,9,9,9,2329,1648081511361,9,9,9,2982,1648081559473,1,5,5,5,1546,1648081630762,1.0,1.7619764488772927,1.0404213461585246,9,9,9,9,1781,1648081040711,9,9,9,1788,1648081068741,5,5,5,5,1697,1648081094447,1.169655094327955,1.2342719671288478,1.2019635307284013,9.0,9.0,20,9.0,9.0,16,-3.7980364692715987,3.7980364692715987,0.0646168728008929,-3.9595786538414757,3.9595786538414757,0.7619764488772927,-0.1615421845698768,0.1615421845698768,0.6973595760763998,0.6973595760763998,0.15674330652881963,0.928529540601903,0.16293789260290156,6
258,2172c3d7-7229-4ae6-ade7-0a9c9b46d687,5c919a87707ed900018591e3,covid,hop,8,9,9,9,1569,1648081516984,5,5,5,2061,1648081535662,5,4,5,5,1553,1648081548076,7.037272692972106,8.985968705352441,8.011620699162274,8,9,8,8,1576,1648080865021,8,5,5,2359,1648080884722,5,3,5,5,1703,1648080905144,6.018636141046022,8.994826414499624,7.506731277772823,8.25,6.0,18,8.75,5.0,19,2.506731277772823,2.506731277772823,2.976190273453602,3.0116206991622736,3.0116206991622736,1.948696012380335,0.5048894213894508,0.5048894213894508,-1.027494261073267,1.027494261073267,0.710533724349328,0.669012144229762,0.08201096859080827,6
259,2172c3d7-7229-4ae6-ade7-0a9c9b46d687,5c919a87707ed900018591e3,union,hop,9,9,9,9,1357,1648081813248,9,9,9,1383,1648081820904,5,5,5,5,1795,1648081826865,1.0,8.959395577910891,8.994826414499624,9,9,9,9,1880,1648081571519,9,9,9,2023,1648081582699,5,5,5,5,2289,1648081591060,1.0,8.87967619558624,8.968253287058074,9.0,9.0,20,9.0,9.0,20,3.968253287058074,3.968253287058074,7.87967619558624,3.9948264144996237,3.9948264144996237,7.959395577910891,0.026573127441549715,0.026573127441549715,0.07971938232465092,0.07971938232465092,0.18809158787407343,0.34689262672268767,0.013776675555914978,6
260,2098f017-51cb-45d8-95bd-df0dbd84df4c,5df80c0754ff235ba2adc8ec,covid,hop,7,7,7,7,1489,1648081612666,6,6,6,1862,1648081631703,4,2,1,1,2092,1648081650756,7.588264151099415,8.148277048707158,7.868270599903286,6,6,6,7,1898,1648081260911,7,8,3,2054,1648081284134,4,1,3,1,1231,1648081310290,7.599033629899564,8.39597506111058,7.997504345505072,6.25,6.0,9,7.0,6.0,8,2.997504345505072,2.997504345505072,0.7969414312110157,2.868270599903286,2.868270599903286,0.5600128976077423,-0.1292337456017858,0.1292337456017858,-0.23692853360327337,0.23692853360327337,0.11592066310504763,0.4466253263758797,-0.04869645602383709,6
261,2098f017-51cb-45d8-95bd-df0dbd84df4c,5df80c0754ff235ba2adc8ec,union,hop,1,2,1,8,1533,1648081860233,2,1,2,2605,1648081880503,1,1,2,2,1501,1648081893897,3.560479408502151,6.468238684542345,5.014359046522248,2,2,1,8,1944,1648081695918,1,4,2,1349,1648081711403,1,1,2,2,1196,1648081725918,4.80973894931942,5.175901228524482,4.992820088921951,3.25,2.3333333333333335,6,3.0,1.6666666666666667,6,-0.0071799110780492725,0.0071799110780492725,0.36616227920506184,0.014359046522248065,0.014359046522248065,2.907759276040194,0.021538957600297337,0.021538957600297337,2.541596996835132,2.541596996835132,0.2444795655171628,0.33311414974004017,-0.22905101077750326,6
262,aee1b037-c243-47ff-9233-9a0316b4afbe,5dd6d370194e486498e13ab6,covid,uncertainty,9,9,9,9,1730,1648081549982,9,9,9,2443,1648081578554,5,5,5,5,1471,1648081597877,1.0,8.922193955401987,8.996598717306748,9,9,9,9,1499,1648080996766,9,9,9,1701,1648081017221,5,5,5,5,1463,1648081034871,1.0,8.879676948599265,8.943452458803346,9.0,9.0,20,9.0,9.0,20,3.943452458803346,3.943452458803346,7.879676948599265,3.996598717306748,3.996598717306748,7.922193955401987,0.05314625850340171,0.05314625850340171,0.04251700680272208,0.04251700680272208,0.33717946752560035,0.4744789853592843,0.026139563864176835,6
263,aee1b037-c243-47ff-9233-9a0316b4afbe,5dd6d370194e486498e13ab6,union,uncertainty,7,7,7,7,2954,1648081887342,7,7,7,2086,1648081955004,5,4,5,5,1719,1648081967013,8.773384431592463,8.964710962204707,8.869047696898585,7,7,7,7,1397,1648081626389,7,7,7,2123,1648081648999,5,4,5,5,1373,1648081663909,8.603316404381578,8.815901438395185,8.709608921388382,7.0,7.0,19,7.0,7.0,19,3.709608921388382,3.709608921388382,0.21258503401360684,3.869047696898585,3.869047696898585,0.19132653061224403,0.15943877551020336,0.15943877551020336,-0.021258503401362816,0.021258503401362816,0.34896383381431356,0.4473820652687135,0.028020010752405605,6
264,a00e3637-8f02-4793-aabf-e264b630a1f7,5de7283098e7956ab99b23e0,covid,uncertainty,9,9,9,9,823,1648081723515,9,8,9,834,1648081738315,5,5,4,5,1360,1648081749618,8.813177940327757,8.892895937911307,8.853036939119532,9,9,9,9,1849,1648081291401,9,8,8,873,1648081316846,5,5,4,4,795,1648081336654,8.507592282924154,8.746746275674802,8.627169279299478,9.0,8.333333333333334,18,9.0,8.666666666666666,19,3.627169279299478,3.627169279299478,0.23915399275064786,3.853036939119532,3.853036939119532,0.07971799758355047,0.22586765982005375,0.22586765982005375,-0.1594359951670974,0.1594359951670974,0.32613236952783453,0.5343134631714695,-0.057719924641114605,6
265,a00e3637-8f02-4793-aabf-e264b630a1f7,5de7283098e7956ab99b23e0,union,uncertainty,7,7,8,8,783,1648081958022,7,5,7,803,1648081970618,3,3,2,3,747,1648081981692,1.8909980780229523,4.255965339668216,3.073481708845584,7,7,8,8,1130,1648081773048,7,5,6,996,1648081788854,4,4,1,3,759,1648081800551,2.1832974024959624,3.8042300200281085,2.9937637112620354,7.5,6.0,12,7.5,6.333333333333333,11,-2.0062362887379646,2.0062362887379646,1.6209326175321461,-1.9265182911544159,1.9265182911544159,2.3649672616452637,0.0797179975835487,0.0797179975835487,0.7440346441131176,0.7440346441131176,0.6447778631755475,0.7557225507029631,0.5695461671405756,6
266,c9f06d0c-b4a6-48e2-bf8b-431fe06e9f12,56e5b167b2093a000b4f1345,covid,hop,9,9,9,9,1404,1648081653297,9,9,8,969,1648081663079,5,3,3,3,1090,1648081672083,1.0,8.854875145044996,8.968253829852253,9,9,9,9,861,1648081269207,8,9,8,769,1648081282494,5,3,3,4,806,1648081315585,1.0,8.935479538337114,8.990617609667687,9.0,8.333333333333334,15,9.0,8.666666666666666,14,3.9906176096676873,3.9906176096676873,7.935479538337114,3.9682538298522534,3.9682538298522534,7.854875145044996,-0.022363779815433915,0.022363779815433915,-0.0806043932921181,0.0806043932921181,0.46783716103672984,0.6305631958706582,0.05782064968974021,6
267,c9f06d0c-b4a6-48e2-bf8b-431fe06e9f12,56e5b167b2093a000b4f1345,union,hop,7,7,6,6,1030,1648081967133,7,6,6,963,1648081978794,5,3,4,4,1126,1648081986451,8.535997594024588,8.621031607630032,8.57851460082731,7,7,5,6,1341,1648081740788,6,7,7,939,1648081752114,5,3,4,4,767,1648081761508,1.0,7.7237457307806805,8.656462599283522,6.25,6.666666666666667,16,6.5,6.333333333333333,16,3.656462599283522,3.656462599283522,6.7237457307806805,3.57851460082731,3.57851460082731,0.08503401360544416,-0.07794799845621192,0.07794799845621192,-6.638711717175236,6.638711717175236,0.4267797379748199,0.5051988650186808,0.09661075882099097,6
269,7140b6a4-3aa7-4c80-9015-5bd2a19a299b,623a4d7294028cfe9638272f,union,uncertainty,7,8,7,8,1520,1648081956585,7,6,6,2168,1648081972981,4,4,4,4,1260,1648081987029,1.0,8.640518048612291,8.968253287058074,7,8,7,7,1225,1648081558498,7,7,7,1350,1648081575957,4,4,4,4,1631,1648081594284,1.0,8.45450615652144,8.799956813261591,7.25,7.0,16,7.5,6.333333333333333,16,3.7999568132615913,3.7999568132615913,7.45450615652144,3.968253287058074,3.968253287058074,7.640518048612291,0.16829647379648272,0.16829647379648272,0.18601189209085156,0.18601189209085156,0.175936108961277,0.17124862985885336,-0.02821882403387509,6
270,f772561a-ce0b-4836-89df-b95a5742e46c,5d7ff4aa50fda7001a863736,union,scatter,8,9,9,9,1566,1648081672188,9,9,8,1337,1648081691847,3,3,4,4,1315,1648081707998,7.798558014461738,8.9222484128651,8.36040321366342,7,8,7,9,1799,1648081069523,8,8,7,1338,1648081093014,3,2,4,3,1158,1648081117068,7.343392283462905,8.68044161827197,8.011916950867437,7.75,7.666666666666667,12,8.75,8.666666666666666,14,3.0119169508674375,3.0119169508674375,1.3370493348090653,3.360403213663419,3.360403213663419,1.1236903984033617,0.3484862627959817,0.3484862627959817,-0.21335893640570358,0.21335893640570358,0.1524363025607576,0.2619891090255025,0.24758987621389375,6
271,f772561a-ce0b-4836-89df-b95a5742e46c,5d7ff4aa50fda7001a863736,covid,scatter,7,7,6,6,1105,1648082044424,5,5,5,1023,1648082061382,2,1,4,4,1461,1648082071009,5.999230984106982,7.976357128133155,6.987794056120069,8,7,6,6,1709,1648081749431,5,5,6,1753,1648081768625,2,1,3,4,1696,1648081783239,4.996443983000183,7.016241914307495,6.006342948653839,6.75,5.333333333333333,10,6.5,5.0,11,1.006342948653839,1.006342948653839,2.0197979313073127,1.9877940561200687,1.9877940561200687,1.9771261440261725,0.9814511074662295,0.9814511074662295,-0.04267178728114018,0.04267178728114018,0.1764327883560005,0.27247155410699087,0.021043068803756292,6
272,e8570bd7-7813-4f69-a822-66ebbd04c66f,56d0f57421cd29000a9737e4,covid,uncertainty,8,8,7,8,1211,1648081877899,8,8,8,1228,1648081890893,4,4,3,3,1270,1648081931844,7.533628946887548,8.485570559478662,8.009599753183105,8,8,8,9,1813,1648081447923,8,8,8,1309,1648081467369,4,4,4,3,2237,1648081484088,8.734539904310184,8.880992460093433,8.807766182201808,8.25,8.0,15,7.75,8.0,14,3.8077661822018083,3.8077661822018083,0.14645255578324878,3.009599753183105,3.009599753183105,0.9519416125911135,-0.7981664290187034,0.7981664290187034,0.8054890568078648,0.8054890568078648,0.6207412859083252,0.6867951413901631,-0.035845024826491406,6
273,e8570bd7-7813-4f69-a822-66ebbd04c66f,56d0f57421cd29000a9737e4,union,uncertainty,6,6,6,7,1156,1648082183780,6,6,6,1349,1648082197906,4,3,4,4,1388,1648082212684,7.4896931801525755,8.514861070635313,8.002277125393944,6,5,5,6,3460,1648081966651,5,5,5,926,1648081985882,4,3,4,4,1710,1648082001842,1.0,4.963386592891549,7.021045001646183,5.5,5.0,15,6.25,6.0,15,2.0210450016461827,2.0210450016461827,3.963386592891549,3.0022771253939435,3.0022771253939435,1.025167890482737,0.9812321237477608,0.9812321237477608,-2.938218702408812,2.938218702408812,0.2778576288732617,0.2839253745642192,-0.21031460416203582,6
274,5a3fd6f2-33f2-43b2-889b-d57fd2d3892e,6237de9b86943b2c0aa752aa,covid,uncertainty,7,8,8,8,2471,1648081857123,7,5,5,1629,1648081885243,4,3,5,5,1710,1648081915425,8.153344045517207,8.861960777291875,8.50765241140454,9,9,9,9,1467,1648081506190,7,6,7,1928,1648081545349,4,3,4,5,1170,1648081569375,7.621881496686207,8.365929065049606,7.9939052808679065,9.0,6.666666666666667,16,7.75,5.666666666666667,17,2.9939052808679065,2.9939052808679065,0.7440475683633991,3.507652411404541,3.507652411404541,0.7086167317746686,0.5137471305366343,0.5137471305366343,-0.035430836588730585,0.035430836588730585,0.4190070189605546,0.6806505281643062,-0.07297026618819416,6
275,5a3fd6f2-33f2-43b2-889b-d57fd2d3892e,6237de9b86943b2c0aa752aa,union,uncertainty,5,5,5,5,1115,1648082065186,5,5,5,1547,1648082071947,3,3,3,3,1194,1648082077126,4.273667439050904,5.779477994072071,5.026572716561487,5,5,5,5,1668,1648081954287,5,5,5,1209,1648081965796,3,3,3,3,1077,1648081972207,4.574829550055137,5.425169628184737,4.999999589119937,5.0,5.0,12,5.0,5.0,12,-4.108800633062515e-07,4.108800633062515e-07,0.8503400781295998,0.026572716561487297,0.026572716561487297,1.5058105550211671,0.026573127441550604,0.026573127441550604,0.6554704768915673,0.6554704768915673,0.13772054957461408,0.306889818160705,-0.01643924666865454,6
276,111ba468-6010-44e7-ba61-99ac8af9bcfb,60528358827e88148642cfeb,union,scatter,1,3,3,7,2402,1648081544839,2,3,2,1617,1648082053155,2,2,2,2,1150,1648082064531,4.651765329690284,7.324262900147038,5.988014114918661,2,7,2,4,1232,1648081195476,1,1,1,2778,1648081214038,2,1,5,5,1175,1648081225703,5.226757231212798,6.749270998624524,5.988014114918661,3.75,1.0,13,3.5,2.3333333333333335,8,0.988014114918661,0.988014114918661,1.5225137674117253,0.988014114918661,0.988014114918661,2.6724975704567537,0.0,0.0,1.1499838030450285,1.1499838030450285,0.8333989793286339,0.7816152243651127,0.08349897810793135,6
277,111ba468-6010-44e7-ba61-99ac8af9bcfb,60528358827e88148642cfeb,covid,scatter,8,8,8,8,1040,1648082361322,8,8,8,1470,1648082370572,3,2,5,5,967,1648082381257,1.0,8.814382757613835,8.976352307338486,9,9,9,9,1970,1648082086130,9,9,9,1663,1648082095901,2,3,2,5,1235,1648082103546,1.0,8.871072100017463,8.984450784824718,9.0,9.0,12,8.0,8.0,15,3.984450784824718,3.984450784824718,7.871072100017463,3.9763523073384857,3.9763523073384857,7.814382757613835,-0.00809847748623227,0.00809847748623227,-0.05668934240362766,0.05668934240362766,0.26026236002012715,0.6041581577255745,0.06535796339342109,6
278,b7447ed7-a672-4e37-99f0-22bada3dddff,5f2dad07a2eef40aaef6edb6,union,scatter,2,3,2,3,2083,1648081861300,5,7,3,911,1648081885296,3,3,5,4,1166,1648081917333,5.143422384969849,7.597533195406889,6.370477790188369,2,1,2,3,2453,1648081291950,5,3,5,1695,1648081321956,3,2,5,4,1287,1648081352071,4.22313083105596,7.772826824723819,5.99797882788989,2.0,4.333333333333333,14,2.5,5.0,15,0.9979788278898898,0.9979788278898898,3.549695993667859,1.3704777901883691,1.3704777901883691,2.45411081043704,0.37249896229847934,0.37249896229847934,-1.0955851832308188,1.0955851832308188,0.16285761446228847,0.33336001385690334,0.007425836351123667,6
279,b7447ed7-a672-4e37-99f0-22bada3dddff,5f2dad07a2eef40aaef6edb6,covid,scatter,6,8,7,8,1601,1648082295875,7,7,6,1118,1648082317887,4,4,3,3,974,1648082344276,6.501948012176068,8.539736452985395,7.520842232580731,5,7,6,7,1287,1648081946555,5,7,6,2358,1648081968651,3,4,3,3,1127,1648081988851,7.400327862425341,8.649294971308477,8.024811416866909,6.25,6.0,13,7.25,6.666666666666667,14,3.0248114168669087,3.0248114168669087,1.2489671088831358,2.5208422325807307,2.5208422325807307,2.0377884408093268,-0.503969184286178,0.503969184286178,0.788821331926191,0.788821331926191,0.15507227007462268,0.5023815424601817,0.17054040237090826,6
280,27f96ddc-db84-412c-ac63-7db12c8be176,5c65b61fad596e000179ece5,union,uncertainty,8,7,7,7,2774,1648081578699,7,6,7,1887,1648081628828,2,2,3,2,2350,1648081659907,4.210812986406833,5.810613011403709,5.010712998905271,8,9,9,9,1945,1648081058935,8,5,6,3310,1648081083842,2,3,2,3,1718,1648081115055,3.9894120900903016,4.032263876474147,4.010837983282224,8.75,6.333333333333333,10,7.25,6.666666666666667,9,-0.9891620167177759,0.9891620167177759,0.04285178638384535,0.01071299890527122,0.01071299890527122,1.5998000249968758,0.9998750156230471,0.9998750156230471,1.5569482386130304,1.5569482386130304,0.44625746371272257,0.4878468369970232,-0.024532154515126275,6
281,27f96ddc-db84-412c-ac63-7db12c8be176,5c65b61fad596e000179ece5,covid,uncertainty,8,8,8,7,1538,1648082329999,6,6,7,1645,1648082361714,3,3,4,4,1598,1648082379790,4.596479063861437,5.46779872033295,5.032138892097193,8,8,8,8,1653,1648081699611,7,5,7,2126,1648081723354,3,3,4,4,293781,1648081742314,5.310675503592185,6.610513023902147,5.960594263747166,8.0,6.333333333333333,14,7.75,6.333333333333333,14,0.9605942637471658,0.9605942637471658,1.2998375203099624,0.03213889209719323,0.03213889209719323,0.8713196564715133,-0.9284553716499726,0.9284553716499726,-0.42851786383844903,0.42851786383844903,0.34807970777854697,0.4285168239630002,0.07078317427819651,6
282,231841a0-04cc-417c-8c38-fda0c178fb9c,5fb3ee1e63363a000b7038cb,covid,hop,8,8,8,8,2721,1648082142778,8,8,8,2061,1648082165000,4,4,4,5,2349,1648082183078,8.132704648765882,8.906212021258023,8.519458335011953,8,8,8,8,2858,1648081415533,7,7,8,3094,1648081444862,4,4,4,4,2643,1648081469603,8.296000649625332,8.931995600341095,8.613998124983214,8.0,7.333333333333333,16,8.0,8.0,17,3.6139981249832136,3.6139981249832136,0.6359949507157623,3.5194583350119526,3.5194583350119526,0.7735073724921406,-0.094539789971261,0.094539789971261,0.13751242177637835,0.13751242177637835,0.6117946663336052,0.6486479300756091,-0.05218595564339019,6
283,231841a0-04cc-417c-8c38-fda0c178fb9c,5fb3ee1e63363a000b7038cb,union,hop,7,7,6,7,2400,1648082629138,6,5,4,2581,1648082649482,4,2,4,4,2439,1648082670116,2.4345339336912146,3.087717937129025,2.76112593541012,7,7,7,8,6110,1648082231598,7,7,6,2777,1648082257750,3,3,4,4,2085,1648082276140,2.855665725381381,4.196411837701098,3.5260387815412395,7.25,6.666666666666667,14,6.75,5.0,14,-1.4739612184587605,1.4739612184587605,1.3407461123197173,-2.23887406458988,2.23887406458988,0.6531840034378105,-0.7649128461311197,0.7649128461311197,-0.6875621088819068,0.6875621088819068,0.2824078629897167,0.2629433817473337,0.006637102612940278,6
284,a301ce28-5365-42f4-97c4-800c9e007656,6078ad3330815ed0233c5a5d,union,scatter,4,7,4,7,2156,1648082315005,3,3,2,2492,1648082337272,4,2,2,2,2199,1648082356313,5.620039753948123,6.364087406785225,5.992063580366674,3,6,6,5,1079,1648081697332,2,4,6,2091,1648081726450,4,2,1,2,2319,1648081762056,6.1072138123533675,7.82560958200096,6.966411697177164,5.0,4.0,9,5.5,2.6666666666666665,10,1.966411697177164,1.966411697177164,1.7183957696475929,0.9920635803666737,0.9920635803666737,0.7440476528371018,-0.9743481168104902,0.9743481168104902,-0.974348116810491,0.974348116810491,0.22322409335178547,0.19234624723532912,-0.15743983456336053,6
285,a301ce28-5365-42f4-97c4-800c9e007656,6078ad3330815ed0233c5a5d,covid,scatter,8,8,8,8,2542,1648082666685,8,7,7,1516,1648082721412,4,4,1,1,2052,1648082738265,7.816751871848137,8.401360741934432,8.109056306891285,8,8,7,8,1496,1648082380204,7,8,7,2052,1648082418447,4,4,1,1,1560,1648082432710,7.852182712459428,8.22420653887798,8.038194625668703,7.75,7.333333333333333,10,8.0,7.333333333333333,10,3.0381946256687034,3.0381946256687034,0.3720238264185509,3.1090563068912846,3.1090563068912846,0.5846088700862957,0.0708616812225813,0.0708616812225813,0.21258504366774478,0.21258504366774478,0.332237067198125,0.3572509695779649,-0.10373633615999588,6
